order_id,customer_id,order_date,status,month,day,country,signup_date,product_id,quantity,price,product_name,category,revenue
49,2,2024-04-29,Completed,April,Monday,Italy,2023-02-10,47.0,1,33.0,Product_47,Hair,33.0
49,2,2024-04-29,Completed,April,Monday,Italy,2023-02-10,6.0,5,35.0,Product_6,Body,175.0
49,2,2024-04-29,Completed,April,Monday,Italy,2023-02-10,4.0,5,90.0,Product_4,Body,450.0
50,54,2024-10-28,Completed,October,Monday,Morocco,2023-06-12,15.0,2,43.0,Product_15,Makeup,86.0
50,54,2024-10-28,Completed,October,Monday,Morocco,2023-06-12,25.0,3,115.0,Product_25,Hair,345.0
50,54,2024-10-28,Completed,October,Monday,Morocco,2023-06-12,50.0,1,51.0,Product_50,Skin,51.0
52,260,2024-06-30,Completed,June,Sunday,Italy,2024-03-11,13.0,3,24.0,Product_13,Skin,72.0
53,191,2024-08-10,Completed,August,Saturday,Italy,2024-04-19,32.0,1,26.0,Product_32,Body,26.0
53,191,2024-08-10,Completed,August,Saturday,Italy,2024-04-19,31.0,1,118.0,Product_31,Body,118.0
53,191,2024-08-10,Completed,August,Saturday,Italy,2024-04-19,24.0,4,86.0,Product_24,Hair,344.0
54,218,2024-11-06,Completed,November,Wednesday,Germany,2024-04-12,14.0,4,100.0,Product_14,Body,400.0
54,218,2024-11-06,Completed,November,Wednesday,Germany,2024-04-12,46.0,3,10.0,Product_46,Makeup,30.0
54,218,2024-11-06,Completed,November,Wednesday,Germany,2024-04-12,13.0,2,70.0,Product_13,Skin,140.0
55,44,2024-01-07,Completed,January,Sunday,France,2023-02-04,47.0,2,69.0,Product_47,Hair,138.0
56,162,2024-11-25,Completed,November,Monday,Italy,2023-09-12,24.0,3,42.0,Product_24,Hair,126.0
56,162,2024-11-25,Completed,November,Monday,Italy,2023-09-12,1.0,4,98.0,Product_1,Body,392.0
57,202,2024-09-19,Completed,September,Thursday,Spain,2023-02-18,26.0,2,78.0,Product_26,Makeup,156.0
58,270,2024-06-09,Returned,June,Sunday,Spain,2023-09-17,12.0,1,24.0,Product_12,Skin,24.0
59,271,2024-05-30,Completed,May,Thursday,France,2023-08-29,39.0,4,30.0,Product_39,Hair,120.0
59,271,2024-05-30,Completed,May,Thursday,France,2023-08-29,2.0,5,11.0,Product_2,Skin,55.0
59,271,2024-05-30,Completed,May,Thursday,France,2023-08-29,9.0,1,88.0,Product_9,Makeup,88.0
59,271,2024-05-30,Completed,May,Thursday,France,2023-08-29,39.0,2,45.0,Product_39,Hair,90.0
59,271,2024-05-30,Completed,May,Thursday,France,2023-08-29,49.0,1,98.0,Product_49,Makeup,98.0
59,271,2024-05-30,Completed,May,Thursday,France,2023-08-29,37.0,3,89.0,Product_37,Makeup,267.0
59,271,2024-05-30,Completed,May,Thursday,France,2023-08-29,4.0,5,86.0,Product_4,Body,430.0
60,215,2024-03-25,Completed,March,Monday,Germany,2024-02-15,15.0,5,65.0,Product_15,Makeup,325.0
61,252,2024-05-26,Completed,May,Sunday,Germany,2023-12-28,14.0,2,33.0,Product_14,Body,66.0
61,252,2024-05-26,Completed,May,Sunday,Germany,2023-12-28,12.0,5,87.0,Product_12,Skin,435.0
61,252,2024-05-26,Completed,May,Sunday,Germany,2023-12-28,5.0,2,31.0,Product_5,Skin,62.0
62,190,2024-04-21,Completed,April,Sunday,Spain,2023-10-20,33.0,4,65.0,Product_33,Hair,260.0
62,190,2024-04-21,Completed,April,Sunday,Spain,2023-10-20,28.0,1,89.0,Product_28,Hair,89.0
63,296,2024-02-05,Completed,February,Monday,France,2023-06-11,43.0,4,99.0,Product_43,Hair,396.0
64,213,2024-10-11,Completed,October,Friday,France,2024-04-27,9.0,4,60.0,Product_9,Makeup,240.0
64,213,2024-10-11,Completed,October,Friday,France,2024-04-27,48.0,4,11.0,Product_48,Hair,44.0
65,208,2024-07-06,Completed,July,Saturday,Morocco,2024-04-07,4.0,2,98.0,Product_4,Body,196.0
65,208,2024-07-06,Completed,July,Saturday,Morocco,2024-04-07,20.0,5,46.0,Product_20,Hair,230.0
65,208,2024-07-06,Completed,July,Saturday,Morocco,2024-04-07,38.0,5,114.0,Product_38,Makeup,570.0
65,208,2024-07-06,Completed,July,Saturday,Morocco,2024-04-07,16.0,4,52.0,Product_16,Makeup,208.0
68,280,2024-10-29,Completed,October,Tuesday,Italy,2023-01-31,14.0,5,31.0,Product_14,Body,155.0
68,280,2024-10-29,Completed,October,Tuesday,Italy,2023-01-31,28.0,3,105.0,Product_28,Hair,315.0
68,280,2024-10-29,Completed,October,Tuesday,Italy,2023-01-31,47.0,5,10.0,Product_47,Hair,50.0
69,217,2024-07-15,Returned,July,Monday,Italy,2023-02-01,20.0,3,106.0,Product_20,Hair,318.0
69,217,2024-07-15,Returned,July,Monday,Italy,2023-02-01,19.0,2,73.0,Product_19,Makeup,146.0
69,217,2024-07-15,Returned,July,Monday,Italy,2023-02-01,7.0,2,106.0,Product_7,Hair,212.0
70,252,2024-01-11,Completed,January,Thursday,Germany,2023-12-28,27.0,3,16.0,Product_27,Makeup,48.0
71,188,2024-08-21,Completed,August,Wednesday,Germany,2023-07-30,40.0,1,37.0,Product_40,Hair,37.0
71,188,2024-08-21,Completed,August,Wednesday,Germany,2023-07-30,22.0,3,41.0,Product_22,Makeup,123.0
73,157,2024-04-28,Returned,April,Sunday,Morocco,2024-04-07,41.0,4,81.0,Product_41,Skin,324.0
73,157,2024-04-28,Returned,April,Sunday,Morocco,2024-04-07,28.0,4,118.0,Product_28,Hair,472.0
73,157,2024-04-28,Returned,April,Sunday,Morocco,2024-04-07,14.0,4,14.0,Product_14,Body,56.0
73,157,2024-04-28,Returned,April,Sunday,Morocco,2024-04-07,41.0,5,24.0,Product_41,Skin,120.0
73,157,2024-04-28,Returned,April,Sunday,Morocco,2024-04-07,45.0,1,88.0,Product_45,Body,88.0
73,157,2024-04-28,Returned,April,Sunday,Morocco,2024-04-07,13.0,1,119.0,Product_13,Skin,119.0
73,157,2024-04-28,Returned,April,Sunday,Morocco,2024-04-07,24.0,1,54.0,Product_24,Hair,54.0
74,15,2024-01-20,Returned,January,Saturday,Morocco,2023-09-01,22.0,5,73.0,Product_22,Makeup,365.0
74,15,2024-01-20,Returned,January,Saturday,Morocco,2023-09-01,43.0,4,51.0,Product_43,Hair,204.0
74,15,2024-01-20,Returned,January,Saturday,Morocco,2023-09-01,32.0,2,10.0,Product_32,Body,20.0
75,65,2024-09-17,Completed,September,Tuesday,France,2023-08-31,1.0,4,33.0,Product_1,Body,132.0
75,65,2024-09-17,Completed,September,Tuesday,France,2023-08-31,39.0,2,28.0,Product_39,Hair,56.0
76,9,2024-10-19,Cancelled,October,Saturday,Morocco,2023-08-09,26.0,5,23.0,Product_26,Makeup,115.0
76,9,2024-10-19,Cancelled,October,Saturday,Morocco,2023-08-09,10.0,3,119.0,Product_10,Hair,357.0
77,129,2024-09-12,Completed,September,Thursday,France,2024-03-29,26.0,3,56.0,Product_26,Makeup,168.0
78,136,2024-08-09,Completed,August,Friday,Spain,2023-07-01,39.0,1,103.0,Product_39,Hair,103.0
79,63,2024-08-13,Completed,August,Tuesday,Spain,2024-03-03,8.0,3,24.0,Product_8,Body,72.0
79,63,2024-08-13,Completed,August,Tuesday,Spain,2024-03-03,24.0,3,27.0,Product_24,Hair,81.0
81,81,2024-12-20,Completed,December,Friday,Spain,2023-05-15,2.0,1,89.0,Product_2,Skin,89.0
82,163,2024-12-07,Cancelled,December,Saturday,Spain,2023-07-27,22.0,5,91.0,Product_22,Makeup,455.0
82,163,2024-12-07,Cancelled,December,Saturday,Spain,2023-07-27,39.0,5,76.0,Product_39,Hair,380.0
82,163,2024-12-07,Cancelled,December,Saturday,Spain,2023-07-27,11.0,5,68.0,Product_11,Makeup,340.0
82,163,2024-12-07,Cancelled,December,Saturday,Spain,2023-07-27,17.0,1,78.0,Product_17,Hair,78.0
83,289,2024-12-29,Completed,December,Sunday,Italy,2023-05-28,19.0,4,46.0,Product_19,Makeup,184.0
83,289,2024-12-29,Completed,December,Sunday,Italy,2023-05-28,29.0,3,34.0,Product_29,Makeup,102.0
84,261,2024-10-06,Completed,October,Sunday,Morocco,2023-10-31,47.0,5,30.0,Product_47,Hair,150.0
84,261,2024-10-06,Completed,October,Sunday,Morocco,2023-10-31,11.0,2,97.0,Product_11,Makeup,194.0
84,261,2024-10-06,Completed,October,Sunday,Morocco,2023-10-31,27.0,2,119.0,Product_27,Makeup,238.0
85,231,2024-03-21,Completed,March,Thursday,Morocco,2024-02-18,22.0,4,82.0,Product_22,Makeup,328.0
86,41,2024-07-20,Completed,July,Saturday,Spain,2023-06-12,48.0,5,44.0,Product_48,Hair,220.0
86,41,2024-07-20,Completed,July,Saturday,Spain,2023-06-12,10.0,5,95.0,Product_10,Hair,475.0
87,28,2024-06-06,Completed,June,Thursday,Morocco,2024-02-04,44.0,4,54.0,Product_44,Body,216.0
88,135,2024-04-29,Completed,April,Monday,France,2023-09-23,39.0,1,97.0,Product_39,Hair,97.0
88,135,2024-04-29,Completed,April,Monday,France,2023-09-23,38.0,3,84.0,Product_38,Makeup,252.0
88,135,2024-04-29,Completed,April,Monday,France,2023-09-23,29.0,5,112.0,Product_29,Makeup,560.0
88,135,2024-04-29,Completed,April,Monday,France,2023-09-23,42.0,3,29.0,Product_42,Skin,87.0
89,201,2024-02-28,Completed,February,Wednesday,France,2024-01-16,4.0,4,82.0,Product_4,Body,328.0
89,201,2024-02-28,Completed,February,Wednesday,France,2024-01-16,41.0,4,54.0,Product_41,Skin,216.0
90,268,2024-08-02,Returned,August,Friday,France,2023-05-10,17.0,2,51.0,Product_17,Hair,102.0
90,268,2024-08-02,Returned,August,Friday,France,2023-05-10,3.0,2,27.0,Product_3,Hair,54.0
90,268,2024-08-02,Returned,August,Friday,France,2023-05-10,16.0,1,106.0,Product_16,Makeup,106.0
91,33,2024-05-07,Completed,May,Tuesday,Italy,2023-04-11,21.0,5,48.0,Product_21,Hair,240.0
91,33,2024-05-07,Completed,May,Tuesday,Italy,2023-04-11,3.0,5,63.0,Product_3,Hair,315.0
92,48,2024-08-11,Completed,August,Sunday,Italy,2023-12-24,18.0,2,33.0,Product_18,Makeup,66.0
92,48,2024-08-11,Completed,August,Sunday,Italy,2023-12-24,15.0,1,97.0,Product_15,Makeup,97.0
93,62,2024-07-27,Completed,July,Saturday,Spain,2023-05-07,43.0,2,65.0,Product_43,Hair,130.0
93,62,2024-07-27,Completed,July,Saturday,Spain,2023-05-07,6.0,3,37.0,Product_6,Body,111.0
93,62,2024-07-27,Completed,July,Saturday,Spain,2023-05-07,23.0,4,102.0,Product_23,Body,408.0
93,62,2024-07-27,Completed,July,Saturday,Spain,2023-05-07,15.0,5,68.0,Product_15,Makeup,340.0
93,62,2024-07-27,Completed,July,Saturday,Spain,2023-05-07,38.0,4,55.0,Product_38,Makeup,220.0
93,62,2024-07-27,Completed,July,Saturday,Spain,2023-05-07,44.0,5,60.0,Product_44,Body,300.0
94,216,2024-04-24,Completed,April,Wednesday,Italy,2023-01-08,34.0,3,107.0,Product_34,Hair,321.0
95,293,2024-07-27,Completed,July,Saturday,Germany,2023-11-04,40.0,5,23.0,Product_40,Hair,115.0
96,99,2024-01-14,Completed,January,Sunday,Italy,2024-01-09,8.0,1,32.0,Product_8,Body,32.0
96,99,2024-01-14,Completed,January,Sunday,Italy,2024-01-09,10.0,1,27.0,Product_10,Hair,27.0
96,99,2024-01-14,Completed,January,Sunday,Italy,2024-01-09,16.0,4,116.0,Product_16,Makeup,464.0
96,99,2024-01-14,Completed,January,Sunday,Italy,2024-01-09,23.0,1,47.0,Product_23,Body,47.0
97,172,2024-01-09,Returned,January,Tuesday,Italy,2023-07-18,46.0,3,91.0,Product_46,Makeup,273.0
97,172,2024-01-09,Returned,January,Tuesday,Italy,2023-07-18,48.0,5,87.0,Product_48,Hair,435.0
98,214,2024-02-09,Completed,February,Friday,Italy,2023-04-01,47.0,5,92.0,Product_47,Hair,460.0
98,214,2024-02-09,Completed,February,Friday,Italy,2023-04-01,15.0,2,84.0,Product_15,Makeup,168.0
99,35,2024-08-24,Returned,August,Saturday,Spain,2023-11-14,7.0,3,118.0,Product_7,Hair,354.0
100,227,2024-10-07,Cancelled,October,Monday,Spain,2023-09-21,38.0,1,26.0,Product_38,Makeup,26.0
100,227,2024-10-07,Cancelled,October,Monday,Spain,2023-09-21,32.0,1,98.0,Product_32,Body,98.0
100,227,2024-10-07,Cancelled,October,Monday,Spain,2023-09-21,24.0,3,62.0,Product_24,Hair,186.0
100,227,2024-10-07,Cancelled,October,Monday,Spain,2023-09-21,11.0,2,33.0,Product_11,Makeup,66.0
101,101,2024-12-24,Completed,December,Tuesday,Germany,2024-01-10,27.0,4,28.0,Product_27,Makeup,112.0
101,101,2024-12-24,Completed,December,Tuesday,Germany,2024-01-10,22.0,3,106.0,Product_22,Makeup,318.0
101,101,2024-12-24,Completed,December,Tuesday,Germany,2024-01-10,19.0,3,54.0,Product_19,Makeup,162.0
102,131,2024-07-19,Returned,July,Friday,Spain,2024-04-08,40.0,5,72.0,Product_40,Hair,360.0
102,131,2024-07-19,Returned,July,Friday,Spain,2024-04-08,27.0,3,78.0,Product_27,Makeup,234.0
102,131,2024-07-19,Returned,July,Friday,Spain,2024-04-08,3.0,3,56.0,Product_3,Hair,168.0
103,257,2024-09-02,Completed,September,Monday,Italy,2023-09-06,35.0,3,33.0,Product_35,Skin,99.0
104,5,2024-10-04,Cancelled,October,Friday,Italy,2024-02-05,21.0,1,118.0,Product_21,Hair,118.0
104,5,2024-10-04,Cancelled,October,Friday,Italy,2024-02-05,47.0,4,59.0,Product_47,Hair,236.0
104,5,2024-10-04,Cancelled,October,Friday,Italy,2024-02-05,25.0,1,76.0,Product_25,Hair,76.0
104,5,2024-10-04,Cancelled,October,Friday,Italy,2024-02-05,14.0,1,119.0,Product_14,Body,119.0
105,218,2024-08-22,Completed,August,Thursday,Germany,2024-04-12,6.0,5,57.0,Product_6,Body,285.0
106,255,2024-01-04,Cancelled,January,Thursday,France,2023-09-30,35.0,2,31.0,Product_35,Skin,62.0
106,255,2024-01-04,Cancelled,January,Thursday,France,2023-09-30,43.0,3,50.0,Product_43,Hair,150.0
108,207,2024-01-29,Cancelled,January,Monday,Germany,2023-03-18,14.0,5,36.0,Product_14,Body,180.0
109,15,2024-04-18,Completed,April,Thursday,Morocco,2023-09-01,13.0,1,23.0,Product_13,Skin,23.0
109,15,2024-04-18,Completed,April,Thursday,Morocco,2023-09-01,23.0,4,78.0,Product_23,Body,312.0
109,15,2024-04-18,Completed,April,Thursday,Morocco,2023-09-01,32.0,5,103.0,Product_32,Body,515.0
109,15,2024-04-18,Completed,April,Thursday,Morocco,2023-09-01,7.0,2,85.0,Product_7,Hair,170.0
110,42,2024-04-07,Completed,April,Sunday,Italy,2024-01-07,17.0,1,93.0,Product_17,Hair,93.0
111,179,2024-08-02,Completed,August,Friday,Spain,2023-05-08,35.0,4,26.0,Product_35,Skin,104.0
111,179,2024-08-02,Completed,August,Friday,Spain,2023-05-08,43.0,3,83.0,Product_43,Hair,249.0
111,179,2024-08-02,Completed,August,Friday,Spain,2023-05-08,7.0,4,72.0,Product_7,Hair,288.0
112,63,2024-10-19,Completed,October,Saturday,Spain,2024-03-03,37.0,5,29.0,Product_37,Makeup,145.0
112,63,2024-10-19,Completed,October,Saturday,Spain,2024-03-03,2.0,1,35.0,Product_2,Skin,35.0
112,63,2024-10-19,Completed,October,Saturday,Spain,2024-03-03,33.0,2,83.0,Product_33,Hair,166.0
112,63,2024-10-19,Completed,October,Saturday,Spain,2024-03-03,45.0,2,73.0,Product_45,Body,146.0
113,231,2024-03-15,Completed,March,Friday,Morocco,2024-02-18,40.0,3,72.0,Product_40,Hair,216.0
113,231,2024-03-15,Completed,March,Friday,Morocco,2024-02-18,25.0,5,30.0,Product_25,Hair,150.0
114,241,2024-11-21,Completed,November,Thursday,Morocco,2024-01-22,17.0,5,30.0,Product_17,Hair,150.0
114,241,2024-11-21,Completed,November,Thursday,Morocco,2024-01-22,31.0,3,113.0,Product_31,Body,339.0
115,52,2024-05-25,Completed,May,Saturday,France,2023-01-21,3.0,1,19.0,Product_3,Hair,19.0
116,96,2024-05-07,Returned,May,Tuesday,Germany,2024-01-31,35.0,4,38.0,Product_35,Skin,152.0
116,96,2024-05-07,Returned,May,Tuesday,Germany,2024-01-31,11.0,5,47.0,Product_11,Makeup,235.0
118,231,2024-02-11,Cancelled,February,Sunday,Morocco,2024-02-18,24.0,3,55.0,Product_24,Hair,165.0
118,231,2024-02-11,Cancelled,February,Sunday,Morocco,2024-02-18,35.0,4,54.0,Product_35,Skin,216.0
118,231,2024-02-11,Cancelled,February,Sunday,Morocco,2024-02-18,18.0,3,97.0,Product_18,Makeup,291.0
118,231,2024-02-11,Cancelled,February,Sunday,Morocco,2024-02-18,32.0,5,58.0,Product_32,Body,290.0
119,237,2024-12-21,Completed,December,Saturday,Italy,2023-06-27,1.0,4,85.0,Product_1,Body,340.0
120,143,2024-02-10,Cancelled,February,Saturday,Italy,2023-08-24,23.0,3,70.0,Product_23,Body,210.0
121,171,2024-02-03,Returned,February,Saturday,Italy,2023-07-09,31.0,2,80.0,Product_31,Body,160.0
122,29,2024-01-17,Completed,January,Wednesday,Germany,2023-07-26,15.0,5,51.0,Product_15,Makeup,255.0
122,29,2024-01-17,Completed,January,Wednesday,Germany,2023-07-26,23.0,3,58.0,Product_23,Body,174.0
123,36,2024-06-13,Completed,June,Thursday,Italy,2024-01-03,9.0,2,112.0,Product_9,Makeup,224.0
124,13,2024-06-01,Completed,June,Saturday,Italy,2024-02-10,28.0,2,118.0,Product_28,Hair,236.0
